,receiver_user_id,like_list,school,is_985
289,15543561,1,河北医科大学,False
290,15571169,0,牡丹江大学,False
291,15732303,1,内蒙古师范大学民族艺术学院,False
292,15753089,0,北京汇佳职业学院,False
293,15984902,0,汉江师范学院,False
294,16035634,1,北京联合大学师范学院,
295,16354020,1,北京工业大学,False
296,16445541,1,北方工业大学,False
297,16477972,0,首都师范大学,False
298,16570861,0,加州艺术学院,False
299,16682301,1,武汉工程大学,False
300,16975103,1,安徽财经大学,False
301,17208188,1,河套大学,
302,17266157,1,墨尔本大学,False
303,17392159,1,天津国土资源和房屋职业学院,False
304,17429632,1,山西农业大学,False
305,17472672,0,斯特拉斯克莱德大学,
306,18210153,0,天津体育学院,False
307,18237544,1,四川外国语大学,False
308,18249223,1,武藏野大学,False
309,18274629,1,燕山大学,False
310,18351317,1,中国传媒大学,False
311,18383366,1,哈尔滨师范学院,False
312,18396670,1,锦州医科大学,False
313,18477369,0,北京化工大学,False
314,18581709,1,武昌理工学院,False
315,18582337,1,首都师范大学,False
316,18763985,1,中国农业大学,True
317,18764391,1,辽宁科技大学,False
318,18795074,0,北京服装学院,False
319,18966704,1,河南工业大学,False
320,18968632,1,,
321,18989644,1,长春理工大学,False
322,18995822,1,上海交通大学医学院,False
323,19014587,1,电子科技大学,True
324,19039046,1,吉林大学,True
325,19040427,1,南京财经大学,False
326,19127609,1,辽宁大学,False
327,19153175,0,,
328,19157361,1,北京大学,True
329,19168523,1,北京服装学院,False
330,19190734,1,对外经济贸易大学,False
331,19197532,1,中国戏曲学院,False
332,19212727,1,北京邮电大学,False
333,19314490,0,山西师范大学,False
334,19335096,1,北京财贸职业学院,False
335,19347849,0,河南护理学院,False
336,19400638,1,,
337,19403865,0,河北经贸大学,False
338,19419298,0,Syracuse U,
339,19434658,1,,
340,19461339,1,湖南科技学院,False
341,19466526,0,沈阳大学,False
342,19466919,1,爱丁堡大学,False
343,19470185,1,对外经济贸易大学,False
344,19490362,0,辽宁大学,False
345,19497479,1,湖北文理学院,False
346,19499711,1,哈尔滨学院经济管理学院,False
347,19500028,1,石家庄铁道学院四方学院,False
348,19507779,1,西安外事学院,False
349,19509798,1,中央戏剧学院,False
350,19513181,1,北京科技大学,False
351,19515069,0,哈尔滨商业大学,False
352,19515253,1,中国戏曲学院,False
353,19516352,0,,
354,19524190,1,北京城市学院,False
355,19529616,1,北京理工大学,True
356,19532598,1,北京城市学院,False
357,19537122,1,河南省财经学院,False
358,19539883,1,莆田学院,False
359,19546163,1,沈阳音乐学院,False
360,19549254,1,北京研修学院,
361,19555642,1,河北美术学院,False
362,19563425,1,湖北省幼儿师范高等专科学校,False
363,19566948,1,FIDM,
364,19569055,1,承德医学院,False
365,19570454,0,唐山师范学院,False
366,19571616,1,天津理工大学,False
367,19575199,0,首都经济贸易大学,False
368,19575240,1,黑龙江大学,False
369,19580673,1,北京师范大学,True
370,19581526,1,首都医科大学,False
371,19585298,1,对外经济贸易大学,False
372,19586566,0,山东工艺美术学院,False
373,19586685,1,黑龙江外国语学院,False
374,19586978,1,江西科技学院,False
375,19587173,1,河南城建学院,False
376,19588819,0,西安体育学院,False
377,19590122,1,陕西师范大学,False
378,19591003,1,中国科学院大学,False
379,19592411,0,吉林电大,
380,19593273,1,北京工商大学,False
381,19593973,0,牡丹江师范学院,False
382,19596234,0,英国谢菲尔德大学,False
383,19597094,1,青岛大学,False
384,19597201,1,湖北商贸学院,False
385,19597842,1,中山大学,True
386,19597881,1,中央音乐学院,False
387,19598276,1,诺丁汉大学,False
388,19598351,0,香港教育大学,False
389,19600408,1,,
390,19602377,0,中国劳动关系学院,False
391,19603211,0,吉林大学,True
392,19605557,1,远东大学,
393,19606058,1,中国人民大学,True
394,19607224,1,布鲁内尔大学,False
395,19608664,1,太原师范学院,False
396,19612792,1,吉林农业大学,False
397,19613630,1,黑龙江大学,False
398,19613639,1,大连职业技术学院,False
399,19614676,1,北京汇佳职业学院,False
400,19617982,1,北京石油化工学院,False
401,19618715,1,浙江外国语学院,False
402,19620220,1,河北工业大学,False
403,19622374,1,郑州航空工业管理学院,False
404,19623801,1,北京联合大学,False
405,19624056,1,辽宁对外经贸学院,False
406,19624767,1,北京服装学院,False
407,19625826,1,湖南商学院,False
408,19626806,1,黑龙江财经学院,False
409,19626954,1,云南艺术学院,False
410,19628286,1,韩国庆熙大学,False
411,19628805,1,东北大学,True
412,19630651,1,河南科技大学,False
413,19630759,1,北京工业大学耿丹学院,False
414,19632644,1,北京理工大学,True
415,19632661,1,首都经济贸易大学,False
416,19636497,1,洛阳师范学院,False
417,19636582,1,天津师范大学,False
418,19637811,1,中央民族大学,True
419,19640637,1,中南大学,True
420,19642509,1,石家庄经济职业学院,False
421,19643149,1,东国大学,False
422,19643904,1,,
423,19644233,1,内蒙古师范大学,False
424,19645630,1,河北传媒学院,False
425,19646537,1,英国诺丁汉特伦特大学,False
426,19647823,1,伦敦帝国理工学院,
427,19649089,1,中国地质大学（北京）,False
428,19649283,1,中央民族大学,True
429,19651558,1,加拿大西安大略大学,False
430,19651748,0,辽宁大学,False
431,19654243,0,辽宁林业职业技术学院,False
432,19654825,1,中南财经政法大学,False
433,19655857,1,中央音乐学院,False
434,19657657,1,长春工程学院,False
435,19658464,0,东北师范大学,True
436,19660005,1,北京师范大学,True
437,19663031,1,海南大学,False
438,19665615,1,山西师范大学,False
439,19667353,1,中央大学（韩国）,False
440,19669370,1,中央音乐学院,False
441,19671365,1,北京语言大学,False
442,19673660,1,黑龙江大学,False
443,19673726,1,河北地质大学,False
444,19676602,1,西北大学,False
445,19682615,1,衡水学院,False
446,19684545,1,中央财经大学,False
447,19686288,1,东北石油大学,False
448,19688279,1,西安理工大学,False
449,19688529,0,天津商学院,False
450,19689295,1,牡丹江大学,False
451,19689485,1,中央财经大学,False
452,19695930,1,河北工业大学,False
453,19696147,1,北京科技职业学院,False
454,19696549,1,山东财经大学,False
455,19696953,1,北京联合大学,False
456,19697463,1,北京第二外国语学院,False
457,19698582,1,长江大学,False
458,19701861,1,北京农业职业学院,False
459,19702362,1,燕京理工学院,False
460,19703388,1,长春中医药大学,False
461,19710066,1,沧州医学高等专科学校,False
462,19714437,0,河北传媒学院,False
463,19721183,1,中国人民大学,True
464,19721858,0,河北科技师范学院,False
465,19724206,1,天津师范大学,False
466,19724633,1,黑龙江工程学院,False
467,19727096,1,哈尔滨广厦学院,False
468,19730643,0,首都师范大学,False
469,19731359,1,北京外国语大学,False
470,19731435,1,北京农学院,False
471,19734427,1,华北理工大学轻工学院,False
472,19739556,0,石家庄学院,False
473,19742935,1,北京科技大学,False
474,19743933,1,沈阳音乐学院,False
475,19744018,1,郴州职业技术学院,False
476,19744785,1,舒立克商学院,
477,19744869,1,澳大利亚悉尼大学,False
478,19745453,0,北京舞蹈学院,False
479,19745652,1,中央民族大学,True
480,19747036,1,北京城市学院,False
481,19747168,1,北京城市学院,False
482,19747345,1,对外经济贸易大学,False
483,19748695,1,青岛职业技术学院,False
484,19752921,1,爱丁堡大学,False
485,19753660,1,新加坡管理大学,False
486,19754444,1,邯郸学院,False
487,19755653,1,武昌工学院,False
488,19763073,1,西北师范大学,False
489,19763236,1,汉阳大学,False
490,19763846,1,首都师范大学,False
491,19765294,1,华侨大学,False
492,19767481,1,河北大学,False
493,19770535,1,重庆三峡学院,False
494,19772151,1,中央音乐学院,False
495,19774205,1,宜宾学院,False
496,19774742,1,北京大学,True
497,19777061,1,北京师范大学,True
498,19777278,1,南开大学,True
499,19777475,1,中国民航大学,False
500,19778084,1,北京大学,True
501,19778786,1,河南农业大学华豫学院,False
502,19789857,1,河北政法职业学院,False
503,19790390,1,北京语言大学,False
504,19792419,1,中国传媒大学,False
505,19794664,1,华中师范大学,False
506,19798281,1,惠州学院,False
507,19801005,1,西南财经大学,False
508,19801374,1,中国政法大学,False
509,19802893,1,北京中医药大学东方学院,False
510,19804898,1,中国人民大学,True
511,19806364,0,武汉职业技术学院,False
512,19809276,1,沧州交通学院,False
513,19809449,1,山东医学院,True
514,19812047,1,中原工学院,False
515,19812876,1,黑龙江大学,False
516,19813382,1,北京师范大学,True
517,19813764,1,中国传媒大学,False
518,19817032,0,南华大学,False
519,19818470,1,中国传媒大学,False
520,19820154,1,北京工商大学,False
521,19820428,1,北京工商大学,False
522,19824618,1,北京中医药大学,False
523,19827706,0,广州大学,False
524,19828694,0,桂林电子科技大学,False
525,19831435,1,百纳利大学,
526,19832860,1,北京理工大学,True
527,19837352,0,东京大学,False
528,19841389,1,北京师范大学,True
529,19843172,0,吉林动画学院,False
530,19853413,1,中国音乐学院,False
531,19853995,0,西南财经大学,False
532,19856172,0,北京大学,True
533,19856320,1,,
534,19867409,1,,
535,19869752,1,,
536,19869829,1,,
537,19871149,1,,
538,19871312,1,,
539,19872407,1,,
540,19872773,0,,
541,19878150,1,,
542,19880700,1,,
543,19880806,1,,
544,11484076,0,北京中医药大学,False
545,13399237,1,廊坊东方大学城北京传媒学院,
546,13962658,1,东北大学,True
547,15146697,1,首都师范大学,False
548,15643302,1,Scad,
549,15743900,0,,
550,16485235,1,安庆师范大学,False
551,16572847,1,北华大学,False
552,16576113,1,北方工业大学,False
553,17051417,0,中国戏曲学院,False
554,17462549,0,中原工学院,False
555,17622481,1,天津大学,True
556,17688873,0,东北大学,True
557,17722366,1,河北科技工程职业技术大学,False
558,17960795,1,山西大学商务学院,False
559,18395702,1,天津师范大学,False
560,18533539,0,首都师范大学,False
561,18711820,1,北京师范大学,True
562,18854761,1,渤海大学,False
563,19464262,0,包头职业技术学院,False
564,19487720,1,奥克兰大学,False
565,19488626,0,天津轻工职业技术学院,False
566,19494536,1,清华大学,True
567,19503234,1,四平职业大学,False
568,19505598,1,湖南文理学院,False
569,19507009,1,北京农学院,False
570,19511077,1,云南大学,False
571,19518834,1,中国石油大学（北京）,False
572,19522674,1,中国石油大学（北京）,False
573,19524723,1,首都师范大学科德学院,False
574,19532073,1,北京工商大学,False
575,19561573,1,北京交通大学,False
576,19564195,0,燕山大学,False
577,19573664,1,北京经济管理职业学院,False
578,19575292,1,北京电子科技职业学院,False
579,19581880,1,南开大学,True
580,19582480,0,天津大学,True
581,19588851,1,吉林大学,True
582,19602086,1,北京大学,True
583,19619005,1,贵州大学,False
584,19623394,1,首都联合职工大学,
585,19625883,1,北京化工大学,False
586,19627713,1,北华大学,False
587,19634118,1,山东女子学院,False
588,19634146,0,鲁迅美术学院,False
589,19645673,1,中国医科大学,False
590,19648680,1,河北传媒学院,False
591,19656246,1,北京卫生职业学院,False
592,19665352,0,哈尔滨外国语学院,False
593,19666673,0,鸡西外国语学院,
594,19670834,1,沈阳大学,False
595,19672234,1,北京物资学院,False
596,19672643,1,东北农业大学,False
597,19685018,1,承德医学院,False
598,19686604,1,首都经济贸易大学密云分校,False
599,19689979,1,中国政法大学,False
600,19690607,1,北京建工学院,False
601,19694769,1,白俄罗斯国立文化艺术大学,False
602,19700880,1,广东海洋大学,False
603,19703419,1,中国民用航空飞行学院,False
604,19704601,1,中国医科大学,False
605,19708633,1,太原理工大学,False
606,19712717,1,中国传媒大学,False
607,19713267,1,密西根州立,
608,19715794,1,武汉大学,True
609,19716652,0,对外经济贸易大学,False
610,19738187,1,北京航空航天大学,True
611,19746820,1,北京电影学院,False
612,19748439,1,北京服装学院,False
613,19749845,1,兰州职业技术学院,False
614,19756655,1,北京广播学院,False
615,19766758,1,北京联合大学,False
616,19775871,1,石家庄师范大学,False
617,19781491,1,北京印刷学院,False
618,19802806,1,北京信息科技大学,False
619,19807888,1,清华大学,True
